,Year,Trimester,Provincia,ADSL,Cablemodem,Optical Fiber,Wireless,Others,Total,date,FB_ADSL_ratio
555,2016,4,Chaco,54974,33534,248,520,390,88847,2016-10-01,0.004511223487466802
556,2016,4,Chubut,43994,955,916,13107,4793,63765,2016-10-01,0.02082102104832477
557,2016,4,Córdoba,337368,289344,3368,5686,7890,636555,2016-10-01,0.009983163785539826
558,2016,4,Corrientes,54981,31497,233,1354,310,88096,2016-10-01,0.0042378276131754605
559,2016,4,Entre Ríos,109359,64141,226,6448,710,180245,2016-10-01,0.0020665880265913184
560,2016,4,Formosa,22400,6061,16,1023,130,29513,2016-10-01,0.0007142857142857143
561,2016,4,Jujuy,33838,8731,22,0,340,42625,2016-10-01,0.0006501566286423548
562,2016,4,La Pampa,12754,47245,5054,6253,5220,71828,2016-10-01,0.39626783754116357
563,2016,4,La Rioja,16270,0,16,20,280,16316,2016-10-01,0.0009834050399508297
564,2016,4,Mendoza,153320,13030,2579,270,1769,170725,2016-10-01,0.01682102791547091
565,2016,4,Misiones,57983,39294,100,50,80,97390,2016-10-01,0.0017246434299708535
566,2016,4,Neuquén,51742,46389,1124,1191,267,113835,2016-10-01,0.021723164933709557
567,2016,4,Río Negro,67057,28474,954,3274,1261,101020,2016-10-01,0.014226702655949415
568,2016,4,Salta,79389,26657,110,1580,6210,106935,2016-10-01,0.0013855823854690196
569,2016,4,San Juan,48670,451,772,1121,9070,51921,2016-10-01,0.015861927265255805
570,2016,4,San Luis,11432,1120,354,260,3750,13307,2016-10-01,0.030965710286913927
571,2016,4,Santa Cruz,15607,2722,1055,4823,2257,26464,2016-10-01,0.06759787274940732
572,2016,4,Santa Fe,326721,225792,3201,4946,1172,561832,2016-10-01,0.00979735003259662
573,2016,4,Santiago del Estero,30192,3900,19,9110,290,35051,2016-10-01,0.0006293057763645999
574,2016,4,Tierra del Fuego,22636,6905,665,10,235,32557,2016-10-01,0.029377981975614066
575,2016,4,Tucumán,146995,4482,116,140,450,151652,2016-10-01,0.0007891424878397224
576,2016,3,Buenos Aires,1574216,1355770,113463,18867,24276,3086592,2016-07-01,0.07207587777026786
577,2016,3,Ciudad de Buenos Aires,447726,905105,36796,2514,10963,1403104,2016-07-01,0.08218419301090399
578,2016,3,Catamarca,26689,248,14,10,180,26970,2016-07-01,0.0005245606804301397
579,2016,3,Chaco,56251,32730,232,20,150,89230,2016-07-01,0.004124371122291159
580,2016,3,Chubut,43987,935,916,13364,475,63952,2016-07-01,0.020824334462454817
581,2016,3,Córdoba,348481,285480,2540,5695,3950,642591,2016-07-01,0.007288776145614825
582,2016,3,Corrientes,55934,30813,217,1354,220,88340,2016-07-01,0.0038795723531304754
583,2016,3,Entre Ríos,112588,61850,206,6441,640,181149,2016-07-01,0.0018296798948378157
584,2016,3,Formosa,21800,5905,9,0,20,27716,2016-07-01,0.0004128440366972477
585,2016,3,Jujuy,34250,8236,22,0,300,42538,2016-07-01,0.0006423357664233577
586,2016,3,La Pampa,12751,45952,4910,6236,5150,70364,2016-07-01,0.38506783781664183
587,2016,3,La Rioja,16891,0,15,20,220,16930,2016-07-01,0.0008880468888757326
588,2016,3,Mendoza,153233,13030,2576,280,1757,170624,2016-07-01,0.01681100024146235
589,2016,3,Misiones,59776,38130,79,50,70,97997,2016-07-01,0.001321600642398287
590,2016,3,Neuquén,51752,44739,1093,12402,2617,112603,2016-07-01,0.02111995671664863
591,2016,3,Río Negro,67043,28496,942,3293,1252,101026,2016-07-01,0.014050683889444087
592,2016,3,Salta,80866,26113,90,1570,5650,107791,2016-07-01,0.0011129522914451067
593,2016,3,San Juan,48670,451,770,1174,9030,51968,2016-07-01,0.015820834189439078
594,2016,3,San Luis,11432,1113,354,230,3710,13293,2016-07-01,0.030965710286913927
595,2016,3,Santa Cruz,15570,2722,817,4978,217,26257,2016-07-01,0.052472703917790624
596,2016,3,Santa Fe,334911,223011,3037,4862,119,567011,2016-07-01,0.009068080773698087
597,2016,3,Santiago del Estero,31730,3900,19,30,80,35660,2016-07-01,0.0005988023952095808
598,2016,3,Tierra del Fuego,22636,6276,665,10,2347,31925,2016-07-01,0.029377981975614066
599,2016,3,Tucumán,147259,3850,116,530,410,151319,2016-07-01,0.0007877277449935148
600,2016,2,Buenos Aires,1579448,1305949,113070,21163,25661,3045291,2016-04-01,0.0715883017357963
601,2016,2,Ciudad de Buenos Aires,450644,892209,36669,239,12672,1394584,2016-04-01,0.08137021684522594
602,2016,2,Catamarca,26262,245,14,10,340,26556,2016-04-01,0.0005330896352143782
603,2016,2,Chaco,56112,31825,221,520,410,88251,2016-04-01,0.003938551468491589
604,2016,2,Chubut,43977,867,916,13293,4803,63856,2016-04-01,0.020829069741000978
605,2016,2,Córdoba,348891,277615,1709,561,1089,634914,2016-04-01,0.004898378003445202
606,2016,2,Corrientes,55511,29845,203,1354,430,86956,2016-04-01,0.0036569328601538434
607,2016,2,Entre Ríos,112809,58768,169,6434,1930,178373,2016-04-01,0.0014981074205072291
608,2016,2,Formosa,22101,5658,6,1023,140,28802,2016-04-01,0.00027148092846477533
609,2016,2,Jujuy,33758,7374,22,0,350,41189,2016-04-01,0.0006516973754369335
610,2016,2,La Pampa,12754,44654,4708,6225,5470,68888,2016-04-01,0.36913909361768854
611,2016,2,La Rioja,16691,0,15,20,280,16736,2016-04-01,0.000898687915643161
612,2016,2,Mendoza,153321,13030,2576,290,1868,170824,2016-04-01,0.016801351413048442
613,2016,2,Misiones,59573,36145,77,50,150,95815,2016-04-01,0.0012925318516777734
614,2016,2,Neuquén,51742,42370,1088,12466,2849,110515,2016-04-01,0.021027405202736656
615,2016,2,Río Negro,67031,28100,939,33,1334,100704,2016-04-01,0.014008443854336054
616,2016,2,Salta,79438,24719,85,1510,5390,104932,2016-04-01,0.001070016868501221
617,2016,2,San Juan,48670,451,770,1214,9080,52013,2016-04-01,0.015820834189439078
618,2016,2,San Luis,11432,1063,354,300,3770,13256,2016-04-01,0.030965710286913927
619,2016,2,Santa Cruz,15453,2722,396,4996,2586,26153,2016-04-01,0.0256260920209668
620,2016,2,Santa Fe,336244,219088,2981,4744,1417,564474,2016-04-01,0.00886558570561854
621,2016,2,Santiago del Estero,32101,3900,19,9110,300,36961,2016-04-01,0.0005918818728388523
622,2016,2,Tierra del Fuego,22636,5707,665,10,235,31359,2016-04-01,0.029377981975614066
623,2016,2,Tucumán,145486,2968,116,580,490,148677,2016-04-01,0.0007973275779112767
624,2016,1,Buenos Aires,1583560,1200859,111231,21108,25757,2942515,2016-01-01,0.07024110232640379
625,2016,1,Ciudad de Buenos Aires,454425,832126,36332,2284,12729,1337896,2016-01-01,0.0799515871706002
626,2016,1,Catamarca,26096,243,15,10,340,26389,2016-01-01,0.0005748007357449417
627,2016,1,Chaco,56353,29994,211,520,410,86651,2016-01-01,0.0037442549642432523
628,2016,1,Chubut,43967,834,916,1328,4803,63800,2016-01-01,0.02083380717356199
629,2016,1,Córdoba,350884,252346,674,5636,3860,609926,2016-01-01,0.001920862735262936
630,2016,1,Corrientes,55454,28491,192,1354,450,85536,2016-01-01,0.0034623291376636492
631,2016,1,Entre Ríos,113101,54948,146,6425,1930,174813,2016-01-01,0.0012908816014005182
632,2016,1,Formosa,21852,5420,5,1023,140,28314,2016-01-01,0.00022881200805418268
633,2016,1,Jujuy,33481,6751,22,0,350,40289,2016-01-01,0.0006570890953077865
634,2016,1,La Pampa,12754,41881,4536,6209,5490,65929,2016-01-01,0.3556531284302964
635,2016,1,La Rioja,16645,0,16,20,280,16691,2016-01-01,0.0009612496245118655
636,2016,1,Mendoza,153299,13030,2576,340,1871,170810,2016-01-01,0.016803762581621536
637,2016,1,Misiones,59538,33330,70,50,150,92958,2016-01-01,0.0011757197084215124
638,2016,1,Neuquén,51702,36122,1085,12502,285,104261,2016-01-01,0.02098564852423504
639,2016,1,Río Negro,66894,27312,937,3341,1338,99822,2016-01-01,0.014007235327533112
640,2016,1,Salta,78973,22741,73,1320,5070,102426,2016-01-01,0.0009243665556582629
641,2016,1,San Juan,48670,451,770,1195,9080,51994,2016-01-01,0.015820834189439078
642,2016,1,San Luis,11432,1042,354,270,3770,13232,2016-01-01,0.030965710286913927
643,2016,1,Santa Cruz,15654,2723,396,5088,2426,26287,2016-01-01,0.025297048677654272
644,2016,1,Santa Fe,338052,204816,3014,4686,1428,551996,2016-01-01,0.008915788103605363
645,2016,1,Santiago del Estero,32838,3900,19,9110,300,37698,2016-01-01,0.0005785979657713624
646,2016,1,Tierra del Fuego,22636,4834,665,10,235,30486,2016-01-01,0.029377981975614066
647,2016,1,Tucumán,144233,2165,116,740,490,146637,2016-01-01,0.0008042542275346141
648,2015,4,Buenos Aires,1586343,1223603,103269,20397,25773,2959385,2015-10-01,0.0650987838065286
649,2015,4,Ciudad de Buenos Aires,455427,879950,19818,2273,12758,1370226,2015-10-01,0.04351520660830385
650,2015,4,Catamarca,26180,242,15,10,340,26472,2015-10-01,0.0005729564553093965
651,2015,4,Chaco,56818,29456,186,520,410,86553,2015-10-01,0.0032736104755535216
652,2015,4,Chubut,43968,811,916,13521,4803,64019,2015-10-01,0.020833333333333332
653,2015,4,Córdoba,353530,266062,480,5613,3850,626070,2015-10-01,0.0013577348456990921
654,2015,4,Corrientes,55681,28178,177,1354,450,85435,2015-10-01,0.0031788222194285305
655,2015,4,Entre Ríos,113983,53411,122,6427,1940,174137,2015-10-01,0.0010703350499635912
656,2015,4,Formosa,21734,5314,4,1023,140,28089,2015-10-01,0.00018404343425048312
657,2015,4,Jujuy,32934,6933,22,0,350,39924,2015-10-01,0.0006680026720106881
658,2015,4,La Pampa,12755,42705,4327,6205,3740,66366,2015-10-01,0.33923951391611135
659,2015,4,La Rioja,16886,0,16,20,280,16932,2015-10-01,0.0009475304986379249
660,2015,4,Mendoza,153293,13030,2572,380,1874,170807,2015-10-01,0.01677832647283307
661,2015,4,Misiones,60252,32533,48,50,150,92853,2015-10-01,0.0007966540529774945
662,2015,4,Neuquén,51680,38902,1048,12934,2852,107416,2015-10-01,0.020278637770897834
663,2015,4,Río Negro,66851,27221,915,3407,1328,99722,2015-10-01,0.01368715501637971
664,2015,4,Salta,78744,22446,47,1290,5540,101920,2015-10-01,0.0005968708727014122
665,2015,4,San Juan,48670,451,770,123,9080,52029,2015-10-01,0.015820834189439078
666,2015,4,San Luis,11432,1025,354,300,3770,13218,2015-10-01,0.030965710286913927
667,2015,4,Santa Cruz,15614,2723,396,5261,2409,26403,2015-10-01,0.025361854745741003
668,2015,4,Santa Fe,339843,212911,2885,4596,1437,561672,2015-10-01,0.008489214137116256
669,2015,4,Santiago del Estero,33582,4365,19,1139,300,39135,2015-10-01,0.0005657792865225419
670,2015,4,Tierra del Fuego,22636,4301,665,10,235,29953,2015-10-01,0.029377981975614066
671,2015,4,Tucumán,144188,1653,116,880,500,146095,2015-10-01,0.0008045052292839903
672,2015,3,Buenos Aires,1585467,1183894,113590,19989,25825,2928765,2015-07-01,0.0716445060035939
673,2015,3,Ciudad de Buenos Aires,454815,871262,30974,2229,12788,1372068,2015-07-01,0.06810241526774623
674,2015,3,Catamarca,25801,242,15,10,340,26093,2015-07-01,0.0005813728150071703
675,2015,3,Chaco,56282,28809,186,520,410,85370,2015-07-01,0.0033047866102839272
676,2015,3,Chubut,43964,792,916,13408,4803,63883,2015-07-01,0.020835228823582932
677,2015,3,Córdoba,351692,264055,1450,5412,3890,622998,2015-07-01,0.004122925741842294
678,2015,3,Corrientes,55792,27604,176,134,470,84959,2015-07-01,0.0031545741324921135
679,2015,3,Entre Ríos,113909,51945,122,6261,1970,172434,2015-07-01,0.00107103038390294
680,2015,3,Formosa,21573,5264,2,8990,140,27752,2015-07-01,9.270847819033051e-05
681,2015,3,Jujuy,32598,6895,22,0,350,39550,2015-07-01,0.0006748880299404872
682,2015,3,La Pampa,12755,41886,4078,6195,5570,65471,2015-07-01,0.31971775774206196
683,2015,3,La Rioja,16725,0,16,20,280,16771,2015-07-01,0.0009566517189835576
684,2015,3,Mendoza,153299,13030,2572,420,188,170823,2015-07-01,0.01677766978258175
685,2015,3,Misiones,59921,31635,46,50,150,91622,2015-07-01,0.0007676774419652542
686,2015,3,Neuquén,47102,36620,1045,13051,2798,100616,2015-07-01,0.022185894441849603
687,2015,3,Río Negro,66806,27130,917,3415,1346,99614,2015-07-01,0.013726312007903481
688,2015,3,Salta,78064,21688,47,1290,6450,100573,2015-07-01,0.0006020700963312154
689,2015,3,San Juan,48670,451,770,1231,9080,52030,2015-07-01,0.015820834189439078
690,2015,3,San Luis,11432,1025,354,310,3770,13219,2015-07-01,0.030965710286913927
691,2015,3,Santa Cruz,15540,2718,396,5226,2391,26271,2015-07-01,0.025482625482625483
692,2015,3,Santa Fe,337042,209673,4169,4426,1428,556738,2015-07-01,0.012369378297066835
693,2015,3,Santiago del Estero,33886,4365,19,1097,300,39397,2015-07-01,0.0005607035353833442
694,2015,3,Tierra del Fuego,22636,8085,665,10,235,33737,2015-07-01,0.029377981975614066
695,2015,3,Tucumán,142925,1135,116,880,500,144314,2015-07-01,0.0008116144831205178
696,2015,2,Buenos Aires,1581770,1141052,115660,19268,2604,2883790,2015-04-01,0.07312061804181391
697,2015,2,Ciudad de Buenos Aires,453178,858342,19786,2172,12806,1346284,2015-04-01,0.04366054839378787
698,2015,2,Catamarca,25387,242,15,10,340,25679,2015-04-01,0.0005908535864812699
699,2015,2,Chaco,55767,27809,179,520,410,83848,2015-04-01,0.003209783563756343
700,2015,2,Chubut,43949,762,916,13055,4803,63485,2015-04-01,0.020842339984982593
701,2015,2,Córdoba,348130,255596,435,5199,3860,609746,2015-04-01,0.0012495332203487203
702,2015,2,Corrientes,55238,26553,157,1321,470,83316,2015-04-01,0.002842246279734965
703,2015,2,Entre Ríos,113378,49767,119,6031,1970,169492,2015-04-01,0.0010495863395014906
704,2015,2,Formosa,21097,5164,2,7370,500,27050,2015-04-01,9.480020856045883e-05
705,2015,2,Jujuy,32183,5482,22,0,350,37722,2015-04-01,0.00068359071559519
706,2015,2,La Pampa,12756,40825,3719,619,5620,64052,2015-04-01,0.2915490749451239
707,2015,2,La Rioja,16463,0,16,20,280,16509,2015-04-01,0.0009718763287371682
708,2015,2,Mendoza,153301,13030,2572,380,1882,170823,2015-04-01,0.01677745089725442
709,2015,2,Misiones,59179,29283,37,50,150,88519,2015-04-01,0.0006252217847547272
710,2015,2,Neuquén,47078,34183,1044,12781,2799,97885,2015-04-01,0.022175963294957305
711,2015,2,Río Negro,66738,26268,916,3457,1348,98727,2015-04-01,0.0137253139141119
712,2015,2,Salta,77214,20297,47,1290,5800,98267,2015-04-01,0.0006086979045250861
713,2015,2,San Juan,48670,451,770,1189,9080,51988,2015-04-01,0.015820834189439078
714,2015,2,San Luis,11432,1025,354,330,3770,13221,2015-04-01,0.030965710286913927
715,2015,2,Santa Cruz,15343,2707,396,4917,24,25763,2015-04-01,0.025809815551065634
716,2015,2,Santa Fe,333117,204685,2877,432,1389,546388,2015-04-01,0.008636605156746729
717,2015,2,Santiago del Estero,33873,4365,19,1091,300,39378,2015-04-01,0.0005609187258288313
718,2015,2,Tierra del Fuego,22636,7927,665,10,235,33579,2015-04-01,0.029377981975614066
719,2015,2,Tucumán,139944,479,116,880,500,140677,2015-04-01,0.0008289029897673355
720,2015,1,Buenos Aires,1583135,1096836,134177,18754,2894,2861842,2015-01-01,0.0847539849728545
721,2015,1,Ciudad de Buenos Aires,454934,841743,19334,1994,14716,1332721,2015-01-01,0.04249847230587294
722,2015,1,Catamarca,25033,241,16,10,410,25332,2015-01-01,0.0006391563136659609
723,2015,1,Chaco,54952,26161,164,270,560,81360,2015-01-01,0.002984422768962003
724,2015,1,Chubut,45645,717,906,1254,5465,65273,2015-01-01,0.019848833388103844
725,2015,1,Córdoba,343883,247564,415,4645,4500,596957,2015-01-01,0.001206805803136532
726,2015,1,Corrientes,54649,25372,129,1319,620,81531,2015-01-01,0.0023605189481966733
727,2015,1,Entre Ríos,112363,47411,108,5943,2450,166070,2015-01-01,0.0009611704920658936
728,2015,1,Formosa,21022,4951,1,6700,560,26700,2015-01-01,4.756921320521359e-05
729,2015,1,Jujuy,31505,5048,22,0,360,36611,2015-01-01,0.0006983018568481194
730,2015,1,La Pampa,13143,39571,3215,6164,6040,62697,2015-01-01,0.2446169063379746
731,2015,1,La Rioja,16282,0,16,20,330,16333,2015-01-01,0.000982680260410269
732,2015,1,Mendoza,152433,13030,2542,290,2126,170160,2015-01-01,0.016676179042595763
733,2015,1,Misiones,58262,26836,30,50,130,85146,2015-01-01,0.0005149153822388521
734,2015,1,Neuquén,47518,32152,1024,12088,296,95742,2015-01-01,0.021549728523927773
735,2015,1,Río Negro,66274,25217,907,3473,1462,97333,2015-01-01,0.013685608232489363
736,2015,1,Salta,76280,19781,47,1290,5740,96811,2015-01-01,0.0006161510225485055
737,2015,1,San Juan,48441,451,755,1165,1007,51819,2015-01-01,0.015585970562127124
738,2015,1,San Luis,11414,1025,351,300,4120,13232,2015-01-01,0.030751708428246014
739,2015,1,Santa Cruz,16215,2700,392,4772,2562,26641,2015-01-01,0.024175146469318533
740,2015,1,Santa Fe,328809,199037,2845,4239,1507,536437,2015-01-01,0.008652439562177434
741,2015,1,Santiago del Estero,33813,4365,19,102,350,39252,2015-01-01,0.0005619140567237453
742,2015,1,Tierra del Fuego,22291,7924,657,10,2583,33456,2015-01-01,0.02947377865506258
743,2015,1,Tucumán,137857,115,116,880,1000,138276,2015-01-01,0.0008414516491726935
744,2014,4,Buenos Aires,1575978,1070135,120528,17728,32038,2816407,2014-10-01,0.07647822494984068
745,2014,4,Ciudad de Buenos Aires,455785,840224,17155,1962,15394,1330520,2014-10-01,0.03763836019175708
746,2014,4,Catamarca,25192,241,16,0,440,25493,2014-10-01,0.0006351222610352493
747,2014,4,Chaco,55024,10918,31,0,620,66035,2014-10-01,0.0005633905205001454
748,2014,4,Chubut,48539,697,891,12256,6159,68542,2014-10-01,0.0183563732256536
749,2014,4,Córdoba,345157,240452,419,3918,4860,590432,2014-10-01,0.00121394032280962
750,2014,4,Corrientes,54754,9526,40,1315,750,65710,2014-10-01,0.0007305402345034153
751,2014,4,Entre Ríos,112291,23027,57,5178,2600,140813,2014-10-01,0.0005076096926735001
752,2014,4,Formosa,21245,4896,1,0,650,26207,2014-10-01,4.706989879971758e-05
753,2014,4,Jujuy,31349,4583,22,370,110,36002,2014-10-01,0.0007017767711888736
754,2014,4,La Pampa,16043,34281,514,5894,6480,57380,2014-10-01,0.0320388954684286
755,2014,4,La Rioja,16352,0,17,0,330,16402,2014-10-01,0.0010396281800391389
756,2014,4,Mendoza,151797,13030,2534,310,2222,169614,2014-10-01,0.016693347035843922
757,2014,4,Misiones,58435,18613,16,1500,150,77229,2014-10-01,0.00027380850517669204
758,2014,4,Neuquén,47721,31778,1014,11853,303,95396,2014-10-01,0.02124850694662727
759,2014,4,Río Negro,66307,23703,901,3819,153,96260,2014-10-01,0.013588308926659328
760,2014,4,Salta,76026,17289,48,60,5780,93947,2014-10-01,0.0006313629547786283
761,2014,4,San Juan,48653,451,740,1202,1073,52119,2014-10-01,0.015209750683411094
762,2014,4,San Luis,11419,926,355,240,4230,13147,2014-10-01,0.03108853664944391
763,2014,4,Santa Cruz,17553,448,388,4395,2929,25713,2014-10-01,0.022104483564063124
764,2014,4,Santa Fe,335267,183009,3205,6282,1634,529397,2014-10-01,0.00955954507899674
765,2014,4,Santiago del Estero,34110,4231,19,9200,370,39317,2014-10-01,0.0005570214013485782
766,2014,4,Tierra del Fuego,21948,3664,655,10,2722,28990,2014-10-01,0.029843265901221067
767,2014,4,Tucumán,137093,97,116,130,1050,137424,2014-10-01,0.0008461409408211944
768,2014,3,Buenos Aires,1562533,1110628,124474,20049,31881,2849565,2014-07-01,0.07966167754537024
769,2014,3,Ciudad de Buenos Aires,450155,833402,17886,1995,14387,1317825,2014-07-01,0.03973298086214748
770,2014,3,Catamarca,24380,244,15,0,470,24686,2014-07-01,0.0006152584085315833
771,2014,3,Chaco,53321,10336,29,10,590,63746,2014-07-01,0.0005438757712721067
772,2014,3,Chubut,49219,668,882,11853,6515,69137,2014-07-01,0.017919908978240112
773,2014,3,Córdoba,340212,240334,444,4064,3770,585431,2014-07-01,0.0013050686042820358
774,2014,3,Corrientes,52957,9184,31,1312,650,63549,2014-07-01,0.0005853805918008951
775,2014,3,Entre Ríos,108907,22440,48,5203,1350,136733,2014-07-01,0.00044074301927332497
776,2014,3,Formosa,21021,4836,0,0,800,25937,2014-07-01,0.0
777,2014,3,Jujuy,30128,3541,22,370,130,33741,2014-07-01,0.0007302177376526819
778,2014,3,La Pampa,16051,33940,538,11219,6770,62425,2014-07-01,0.033518160862251574
779,2014,3,La Rioja,15864,0,14,10,370,15916,2014-07-01,0.0008825012607160867
780,2014,3,Mendoza,150120,13030,2512,400,2222,167924,2014-07-01,0.01673328004263256
781,2014,3,Misiones,56933,18373,4,30,140,75327,2014-07-01,7.025802258795426e-05
782,2014,3,Neuquén,54458,30964,1000,12858,3087,102367,2014-07-01,0.018362774982555365
783,2014,3,Río Negro,65264,26590,888,3533,1505,97780,2014-07-01,0.013606276048050992
784,2014,3,Salta,73828,18394,43,1090,5800,92954,2014-07-01,0.0005824348485669394
785,2014,3,San Juan,48272,451,731,1199,1126,51779,2014-07-01,0.015143354325488896
786,2014,3,San Luis,11303,925,355,250,4380,13046,2014-07-01,0.03140759090506945
787,2014,3,Santa Cruz,17862,492,385,4273,3098,26110,2014-07-01,0.02155413727466129
788,2014,3,Santa Fe,325577,183630,4407,654,7330,520887,2014-07-01,0.013535968449859787
789,2014,3,Santiago del Estero,32820,3900,19,7680,410,37548,2014-07-01,0.0005789152955514929
790,2014,3,Tierra del Fuego,21840,3469,650,10,2832,28792,2014-07-01,0.02976190476190476
791,2014,3,Tucumán,131739,97,117,130,1000,132066,2014-07-01,0.0008881196912076151
792,2014,2,Buenos Aires,1568881,1025490,120008,1702,33147,2764546,2014-04-01,0.0764927359054001
793,2014,2,Ciudad de Buenos Aires,447637,828411,17729,1883,14555,1310215,2014-04-01,0.03960575198207476
794,2014,2,Catamarca,24380,243,17,0,430,24683,2014-04-01,0.000697292863002461
795,2014,2,Chaco,53321,9870,30,0,580,63279,2014-04-01,0.0005626301082125242
796,2014,2,Chubut,51070,649,866,1096,6974,70519,2014-04-01,0.01695711768161347
797,2014,2,Córdoba,337825,234729,351,3673,3740,576952,2014-04-01,0.0010389994819803153
798,2014,2,Corrientes,52883,8680,31,1309,550,62958,2014-04-01,0.0005861997239188397
799,2014,2,Entre Ríos,108900,21706,49,4795,1330,135583,2014-04-01,0.0004499540863177227
800,2014,2,Formosa,20894,4628,0,0,780,25600,2014-04-01,0.0
801,2014,2,Jujuy,30128,4161,23,400,90,34361,2014-04-01,0.000763409453000531
802,2014,2,La Pampa,15957,32600,513,5869,6890,55628,2014-04-01,0.032148900169204735
803,2014,2,La Rioja,15864,0,14,0,340,15912,2014-04-01,0.0008825012607160867
804,2014,2,Mendoza,148979,13030,2480,360,2282,166807,2014-04-01,0.016646641472959276
805,2014,2,Misiones,56933,17594,4,1500,80,74689,2014-04-01,7.025802258795426e-05
806,2014,2,Neuquén,47767,29776,997,10765,2983,92288,2014-04-01,0.02087215022923776
807,2014,2,Río Negro,64920,24944,876,3657,156,95957,2014-04-01,0.013493530499075786
808,2014,2,Salta,73841,17504,45,70,5770,91974,2014-04-01,0.0006094175322652727
809,2014,2,San Juan,48161,451,722,1139,1173,51646,2014-04-01,0.014991383069288428
810,2014,2,San Luis,11306,925,354,220,4480,13055,2014-04-01,0.0313108084203078
811,2014,2,Santa Cruz,18956,448,381,4118,3266,27169,2014-04-01,0.02009917704156995
812,2014,2,Santa Fe,324101,178495,3085,6041,6360,512358,2014-04-01,0.009518637708615524
813,2014,2,Santiago del Estero,32820,4231,19,9070,340,38011,2014-04-01,0.0005789152955514929
814,2014,2,Tierra del Fuego,21618,3008,648,10,2934,28209,2014-04-01,0.02997502081598668
815,2014,2,Tucumán,131740,97,121,130,980,132069,2014-04-01,0.0009184757856383787
816,2014,1,Buenos Aires,1567685,1000879,120960,16528,33824,2739876,2014-01-01,0.0771583577057891
817,2014,1,Ciudad de Buenos Aires,445569,820161,17767,1866,14555,1299918,2014-01-01,0.03987485664397658
818,2014,1,Catamarca,24126,46,17,0,430,24232,2014-01-01,0.0007046340048080909
819,2014,1,Chaco,52971,9497,30,0,580,62556,2014-01-01,0.0005663476241717166
820,2014,1,Chubut,51066,539,866,10776,6974,70221,2014-01-01,0.016958445932714526
821,2014,1,Córdoba,336841,225769,347,3585,3680,566910,2014-01-01,0.0010301596302112867
822,2014,1,Corrientes,52565,8279,31,1306,550,62236,2014-01-01,0.0005897460287263388
823,2014,1,Entre Ríos,107883,21379,49,4887,1330,134331,2014-01-01,0.0004541957490985605
824,2014,1,Formosa,20774,4548,0,0,1000,25422,2014-01-01,0.0
825,2014,1,Jujuy,29765,4030,23,0,90,33827,2014-01-01,0.0007727196371577356
826,2014,1,La Pampa,15826,31305,513,5848,7010,54193,2014-01-01,0.032415013269303676
827,2014,1,La Rioja,15663,0,14,0,340,15711,2014-01-01,0.000893826214645981
828,2014,1,Mendoza,148970,12076,2480,370,2282,165845,2014-01-01,0.016647647177284015
829,2014,1,Misiones,56597,17191,4,1500,80,73950,2014-01-01,7.067512412318674e-05
830,2014,1,Neuquén,47790,28161,997,10381,3051,90380,2014-01-01,0.020862105042896005
831,2014,1,Río Negro,64886,24156,876,3576,1572,95066,2014-01-01,0.01350060105415652
832,2014,1,Salta,73131,17538,45,80,5680,91290,2014-01-01,0.0006153341264306518
833,2014,1,San Juan,48161,434,722,8080,1173,51298,2014-01-01,0.014991383069288428
834,2014,1,San Luis,11306,428,354,210,4480,12557,2014-01-01,0.0313108084203078
835,2014,1,Santa Cruz,18927,100,381,4092,3264,26764,2014-01-01,0.020129973054366777
836,2014,1,Santa Fe,322662,174296,3059,5951,6440,506612,2014-01-01,0.009480509015626259
837,2014,1,Santiago del Estero,32567,3598,19,9150,340,37133,2014-01-01,0.0005834126569840637
838,2014,1,Tierra del Fuego,21618,2837,648,10,2934,28038,2014-01-01,0.02997502081598668
839,2014,1,Tucumán,129717,83,121,130,980,130032,2014-01-01,0.0009327998643200197
